Unnamed: 0,Review,Original_aspect,Keyword,Product Link,Review Star,Sentiment
230,"I really love these little infusers! Little secret, they're not just for tea! I use them to make instant coffee when I'm too lazy to brew a whole pot. Just fill them with your ground coffee of choice, boil water and dunk these infusers in creating a perfect cup of coffee! Not only that, I even use them for when I cook with herbs and I don't want the pesky herbs floating all over my stews or soups. It still gives my dishes that amazing flavor of herbs without the actual herbs mixed in the food. They are easy to clean and the holes are so tiny that nothing will get through them well except the water lol. These are amazing, they have multiple use for me and I think these are great gift idea as well.","adaptability, ease of reprocessing","coffee, easy to clean",,,Positive
231,"I have been using laser cut tea strainers. I thought they were all one piece, but apparently not as after a while the top part that rests on the cup rim separated from the strainer part that sits down into the cup.

In contrast, this model's tea holder is all one piece and the top screws on. The chain and hook make it easy to pull the tea out after steeping. I tied a knot in the chain to get it to the right length for my cup. Washes up well in the dishwasher.","ease of use, ergonomics, ease of reprocessing","washes, easey, pull",,,Positive
232,Just a hint: Don't grip them to firmly. The metal tube part is very thin and can dent easily. Just don't screw the tops on too tight and you wont have to grip them so much to get the top unscrewed when you clean em out.,"ergonomics, durability","grip, firmly, thin, dent, tight",,4.0,Positive
233,"I am using these to make cold brew coffee. They are advertised for loose leaf tea.
The holes are micro fine, so they can be used for either.
These are rather delicate metal cups, you could easily crush them if you don't care for them.
But they rinse easily to air dry for next use. I have been using for 1 1/2 months with no signs of rust or other problems.","durability, ease of reprocessing","crush, rinse, easily",  ,,Positive
234,Works great for brewing and it's sturdy. Won't spill into your drink because the twisted cap is very reliable. I like the design in terms of aesthetics but it's a bit of a hassle to clean.,"ease of reprocessing, durability, aesthics","hassle, clean, reliablie, design",  ,,Positive
235,"I purchased this after searching on Amazon for ""spice infuser"" which I intend to use in pickling this summer. The measurements posted on the site are accurate and I should have used a ruler to see what I was going to get because the actual product was smaller than I imagined. (See my photo of one infuser next to a standard teaspoon.) I'm glad that I bought the two-pack; I expect that I will have to use both infusers to get an adequate seasoning of my pickle brine. These infusers appear to be fine for making a cup of tea or two, but no more. After making a single cup using a scant teaspoon of leaves, the basket was absolutely packed with wet tea leaves. The mesh on the side walls is extremely fine, so tea leaves should not get lodged in them to clog the pores. The holes at the top are a bit larger than those on the side walls, but small enough that tea leaves will not leak into your brew. They are so small, however, that it may require repeated dunking in the cup to allow all the air to escape from around the tea leaves so that the leaves are fully immersed and steeping. The hanging chain and hook appear to be sturdy and the lid is sturdier than the basket itself. I appreciate that the screw-on-cap secures to the cylinder to create a firmer seal than my old tea infusers. The drainage saucer is simply a piece of stamped metal and very shallow. I expect that the only thing that will keep tea from spilling over onto the counter as the infuser drains into it is the surface tension of the liquid. My saucers did not have edges sharp enough to cut me, but a slight variation in the manufacturing process could cause the cutting hazard that another reviewer described. I hope that the edge of the cylinder seal is more sturdy than it looks. It appears to be stamped or soldered in six places to seal it. I fear that the edges may separate after a moderate period of use. When the overall quality of this product is considered, I could imagine that if they were sold individually at the Dollar Store, the manufacturer would still make a decent profit.","ergonomics, safety","small, sturdy, hazard, cutting",  ,3.0,Negative
236,This is very hard to clean and also tends to tip over in your mug once water is poured in to make tea…the chain subsequently also falls into your tea which defeats the purpose of having this. Not impressed with this tea infuser.,"ease of reprocessing, ergonomics","hard, clean, tip falls",,,Negative
237,Nice idea but the top is heavier and that’s why it’s flipping around. I think I have to return it.,ergonomics,"flipping, heavier                ",,2.0,Negative
238,"Update: I am downgrading from 5 stars to 2. I've had this product for just over a month, and find it very irritating. It is hard to clean the leaves out of it. It has dangerously sharp edges. Additionally, it is starting to discolor like it is rusting or tarnishing, making me question its safety. It still works fine and I've not had problems with the lid, but I will be looking for a new infuser that isn't dangerous.

Original: This infuser is great as long as you are gentle with it. I can see how people could have trouble with the lid, but knowing that ahead of time helped me know not to screw it too tight. It can hold even super fine tea from a teabag. Very useful product and worth the money. Just be careful, because the edge of the saucer that came with mine was EXTREMELY sharp and sliced my mother's finger. We had to sand it down to make it safe.

Original: This infuser is great as long as you are gentle with it. I can see how people could have trouble with the lid, but knowing that ahead of time helped me know not to screw it too tight. It can hold even super fine tea from a teabag. Very useful product and worth the money. Just be careful, because the edge of the saucer that came with mine was EXTREMELY sharp and sliced my mother's finger. We had to sand it down to make it safe.","ease of reprocssing, safety, durability","hard to clean, dangerously, sharp, discolor",  ,,Negative
239,"The removable top screws over the bottom. The material is cheap. The screw is poorly machined. The metal-on-metal screeching sound is like nails on a chalkboard. Happens twice per use - once when you open it to put tea in and then second time when you clean it. The sound makes my hair on my beck stand and even the thought of that sound makes me cringe. The negative-sense reinforcement from that sound was so bad that I always hesitated to make tea until I bought a different type of tea strainer.

There are some other flaws too:
1. Even the smallest one is too big. Most of the container is empty when I used it.
2. The hook is a nice design idea in theory but in practice the hook often falls of the edge of the cup which means you now have to use a fork to pull out the tea-drowned strainer.
3. The bottom container's top edge is a bit sharp and you can hurt yourself if you're not careful when cleaning
4. The material is cheap.

But, it still did the job. So, if the above ""problems"" are not going to bother you, go for it.","ergonomics, safety","too big, falls, sharp, hurt",,1.0,Negative
240,We use this while we are camping. It is a small solar light. It really gives a lot of light when we need it and it charges in no time. You can hang it up or stand it on a table. It also colapses so it does not take up a lot of space. This is our second one. Our first one lasted quite a while. We had to have another one.,"adaptability, ease of storage  ","hang, stand, colapses, space",https://www.amazon.com/dp/B074NQLRTF?coliid=I3TWR47KYOS06N&colid=7FHGGG2RPCYV&th=1&linkCode=sl1&tag=earthfullif0f-20&linkId=dc84f1b9de7071b68abffc2b854d6473&language=en_US&ref_=as_li_ss_tl,5.0,Positive
241,"Absolutely 1000% recommend this light for anyone who is taking part in activities outside after dark. We camp off-grid and this light is amazing. Super bright, lightweight and compact! I recommend this light to anyone needing access to light without electricity…camping, hiking, natural disasters…etc.","performance, ergonomics, ease of storage","bright, super, lightweight, compact",  ,,Positive
242,"We used this on an outdoor trip over the 4 day Labor Day weekend. We charged it in the sun Thursday, and then never again. We used it Friday through Monday during our nighttime activities outside, and it didn't die. I'd say we logged 20 or so hours of use without a charge.

As far as brightness, it illuminates your immediate area. If you hold it up and led the led lights shine forward, it seems to function like a flashlight.

So for charging it once, but then using it every night Fri, Sat, and Sun, we were very pleased.","durability, perforamnce","die, illuminates",  ,,Positive
243,"Pros:
Light weight
Great light
Fully charges during the day from ambient light

Cons:
The top strap unbuttons for easy hanging, but the bottom strap does not. This is a massive missed opportunity to allow it to be easily attached to the outside of your pack for easy charging on the go. Why they failed to do this one simple thing is beyond me, especially since most newer packs incorporate MOLLE webbing.","ergonomics, performance","lightweight, light, unbutton",,4.0,Positive
244,"It's a trade off so you have to figure out what is most important to you - power or longevity. The others are brighter but won't last as long as this one. The others collapse easier, you don't have to mess with an air mattress type plug which is the main drawback with this gizmo. But they do last all night and after 2 hrs in the sun are fully charged to last another night. I only looked at low power longevity but that was good enough to see my way around in the darkness. As long as I can find stuff that's what I'm looking for. So I don't like the design, the way it hangs, the strap covers up the solar panel, you have to blow it up, etc . . . it does last all night. So figure out what is more important. If you want something brighter then get those hard shell collapsable ones.","durability, ease of storage, ergonomics, aesthics","last, collapses, all night ,design, strap",  ,,Positive
245,"I knocked a star off because I liked the old design better. The on/off button on this version is impossible to find in the dark whereas with the old one it was simply in the center. Still an awesome light - lightweight, unbreakable, collapsible, long life and no batteries necessary!","ergonomics, ease of storage, durability","impossible, find, lightweigght, unbreakable",  ,,Positive
246,"Pro's:
- Very lightweight and packs small
- Uses the sun to charge it
- Loops for hanging on various items

Con's:
- Not very durable
- Not very bright

So, if you are looking for something super lightweight that packs down to a small size, this is perfect. It only weights 5.44 ounces, and it packs to about the size of a small cup saucer. You will hardly notice it in your pack when carrying it. Another nice feature of this is that it is solar powered, so you don't have to worry about running out of battery power. Just loop it to the back of your pack with the light's loops, and you can charge it as you hike. These are great features in this little light.

However, this light has some serious downsides in my eyes. The material that it is made out of just feels really soft and flimsy. I just don't see it really holding up well walking in the woods. It seems to me that it would be really easy to poke this with a thorn accidentally and just ruin the whole thing. Also, it really is not that bright. Even on the brightest setting, it did not put out much light. You would not be able to use it for much other than to light the small immediately surrounding area. For that reason, I don't see much need to even carry this light on a hike. I'd say go with something else.

** If you found my review helpful, please let Amazon know by hitting the helpful button below. Thanks so much! **","durability, performance","soft, filmsy, bright, ruin",,3.0,Negative
247,"I have ordered other luci solar lites but this one is a bit different in the fact that the plastic on the bottom of it bulges out, is a bit thicker and will not sit up right easily, even if I deflate it some. It also doesn't seem to hold a charge as long as the other I have purchased. I use them mostly when camping.","Ergonomics, performance","buldges, sit up, thicker, charge",  ,,Negative
248,"very poor quality seams. we live on a sailboat and wanted to have lights we could hang from the lifelines in the daytime and be moved around as needed at night, what happened instead is the strap came apart at the buttons on one we ordered and the other light had it's strap rip off after only a few uses. It's a fair enough idea to sell but made with no quality control and probably no field testing.","performance, durability","rip off, came apart",,2.0,Negative
249,"I've owned this light now for 13 months and I just took it out to use it because we lost our electricity for the day. Upon inflating it I could hear air being released. I looked and there was a little tiny hole in the plastic. I'm disappointed that the plastic on this is so soft that it can be easily punctured. Most of the time that I've had it I've kept it in storage in a bag unfortunately it's out of warranty. And I can't ask for it to be replaced. If I get a puncture in this with it just being in storage how can it possibly last when I'm out camping and it's in a backpack.....well it won't. I love the concept of this product the light is very bright it charges reasonably well but you know I won't buy another one of these I'll go to another manufacturer and get something more durable.

10/29/22 Only after a year will the battery solar charge to 3 bars. I'm dropping my review from 2 stars to 1. Don't buy this product it is not durable and built to last beyond its 1-year warranty.","inteference, durability","hole, months, punctured",,1.0,Negative
250,"I purchased this light for camping, I leave a light on overnight just in case there’s anything moving at night I can see or anyone can see what’s happening. It was working good for a week while I was testing it at home before my camping trip but after 2 times of use it does not charge. I wish it would, I go ahead and use the warranty and contact them but there’s no response. Keep your money and pick another brand of solar light.","durability, performance","2 times, charge                  ",,,Negative            
251,"OK, now understand I am an analyst and don't believe everything I read or hear. :-) Went to visit my niece in CA and she used these every day. I watched and watched. After a week and a long air flight back home, the first thing I did was order the same one for us. Well, now I am ordering more. They are made of good quality silicon with wire mesh and lock tight. We fill them every night and add them to the coffee bowl for morning coffee. I use the water nozzle to clean them with hot water and once a week I soak them in soapy water and use the nozzle again until the water runs clear and no soap. let them dry well before filling again and add the coffee grounds to a can for your garden or flower pots. I love them and am buying more today as backups if I need them. Will keep you all in the loop on how long they last. Thanks.","performance, ease of reprocessing","lock tight, clean , nozzle",https://www.amazon.com/dp/B07SMMH8G7?coliid=I15DQCM9CXTG2U&colid=7FHGGG2RPCYV&th=1&linkCode=sl1&tag=earthfullif0f-20&linkId=62e8c52a520e8f68b581c03a005c7e36&language=en_US&ref_=as_li_ss_tl,5.0,Positive
252,"Now that I’m drinking a cup or two of coffee a day, I’ve realized prepackaged coffee pods are actually pretty expensive. I finally bought a bag of grounds, and today these DIY pods and scoop came in the mail. They work great! I was thinking the scoop was a dumb addition, especially for the price, but it’s quite substantial and very useful. It makes it unbelievably easy to fill the pods. I just filled a pod to just under the top of the silver mesh, closed it, tapped it on the counter to level it, and it was perfect. It rinsed as well as I’d expect; I plan on putting it through the dishwasher. I prefilled the other 3 so I’m good for the next several cups.","ease of use, performance","easy, fill, rinsed                   ",,,Positive
253,"To use your own coffee in a reusable pod is a great idea. Less expensive and saves environment from the single use pods. Easy to use and to clean out the coffee grounds after use. I had just purchased a single use “mini” Kuerig and these reusable pods work great. Inexpensive, seem to be well made and recommended.","eas of use, ease of reprocessing","esay, clean, use",  ,,Positive
254,"I was excited to have these for some coffee I received as a gift. I filled the cup as directed. As I awaited the first cup of yummy coffee to be made, instead of coffees going into my cup, it began coming out of the k-cup area and spilled all over my counter. I cleaned everything and filled another pod as directed. I took it to work and prepared for a mess but hoped for the best when I tried it in the Kurig at work. It worked like a charm! No problem. So I filled a pod as directed and tried again at home in my Kurig. Again a mess was made. I’m not sure why this happens but I’ve been taking the pods to work and have had no issues. I continue to use store bought k-cups in my home Kurig and have no issues. So I guess use with this in mind and do not use unattended.","inteference, perforamnce","spilled, mess                     ",,4.0,Positive
255,"Description distinctly says these will fit the new K-Express Essential maker and sometime they do but only after fiddling around with turning them this way and that, shoving them from one side to the other, etc. Sometimes I cannot ever get the the machine to close and have to use another one and fiddle with that forever. I have no problem, with them otherwise. The coffee tastes fine, with or without a paper filter, and I’ve never had grounds in my coffee. It’s just the difficulty in closing my machine that drives me crazy. If anyone has a solution for this, please let me know.",ergonomics,"close, crazy, closing machine",,,Positive
256,Works as advertised. Easy to use scoop. Easy to use pod container. My only concern is the plastic lid. I have a feeling that these will break easily from repeated use. We will see. I would recommend this product. Pod was easy to clean but I had to use a little brush. Nice product to help you save lots of money over buying coffee pods.,"durability, ease of reprocessing","breaks easily, clean",,,Positive
257,"Had some problems with this design. Perhaps more an issue with the design of the coffee maker itself? Meaning, if the coffee machines coffee cup holder size is too small, you will then have an reusable coffee cut as this product, also made too small. I like a strong cup of coffee, that does NOT mean, ""use less water"" to concentrate the amount of coffee by the amount of water being used; indicative of espresso. No. That means I want to use MORE coffee per cup. Fundamental built-in flaw into the design of the model B60 Im using. Of course, the coffee maker coffee cup size dictates the size of the reusable cup as we see here. That said, the design of this cup FURTHER added to my frustration in that the design where the water is injected at the top of the cup, the lid, routes the water jet mostly to the sides, and not even enough at that. It neglects the top of the coffee cup where I can find almost dry coffee grinds. At first I tried just having to LIMIT EVEN MORE my already too limited amount of coffee so that the top of the total amount of coffee in the cup was lower...not happy. What I ended up trying was literally cut every other small piece of plastic that makes up the inbound jet on the lid; i cut them at the top and folded that little piece of plastic out...which I hoped would help jet more water upwards towards the top of the coffee line. That worked better. I would suggest this mod... Other than the fundamental cup size by Keurig, this product worked as desired, with the modification I made. I hope all that made sense....",ergonomics,"too small, flaw, nelgects, limited",  ,3.0,Negative
258,"Ordered these because I wanted reusable k-cups for my new machine. Sadly, of the six I got, 2 do not work in my Keurig because the lids aren’t tight fitting enough and the Keurig won’t close to brew the cup. 4 is not enough for my needs so I will have to purchase more. Disappointed.","ergonomics, performance","tight, fitting, close               ",,,Negative
259,"They work but not well. Only takes a small amount of coffee, anything more will spill out as the water goes through. I need two of them to fill one cup of coffee","performance, intefernce","small amount, spill out",,2.0,Negative
260,"My client site has a Keurig so I figured I'd get one of these to save money over purchasing single use pods. I currently use standard Folgers pre-ground coffee.

It works OK but water gets around it and makes a mess as well as diluting the coffee in my cup. I experimented with different fill levels of coffee as well as different ways of placement but always ended up having to clean up a bunch of hot water afterwards.

A colleague brought in a NOALTO fully stainless reusable pod that works flawlessly so these went in the trash. I wouldn't even give them away. I don't have a Keurig at home so haven't purchased the NOALTO. If my colleague leaves, I will most definitely get one. Based on the pore size, I'm guessing this could be used with a VERY finely ground coffee which would make for an even better cup than I'm currently getting.","intefernce, performance, ease of reprocessing","diluting, mess, clean up",,1.0,Negative
261,"I was excited to get the product but found out very quickly it doesn't work anywhere as well as an original K cup. It's a pain to clean out because after dumping the grinds into the trash then you're left with about 25% of the grinds sticking to the side of the cup. For some reason the volume of the cup of coffee is considerably less than that produced by a normal disposable pod. To get the volume a normal pod produces we had to press brew three times. Unfortunately, we believe the product couldn't deliver.","ease of reprocessing, interference, performance","pain, cleanm sticking, volume",,,Negative
262,I love these! I just chew a little bit to get the tablet broken down and brush. I use them mostly for travel and the container is a great size. I've barely made a dent in using them. I'll definitely order more if I ever run out.,"ergonomics, ease of storage    ","chew, crush, travel, size",https://www.amazon.com/SuperBee-Toothpaste-Tablets-Eco-Friendly-Natural/dp/B08H5MR8QW/ref=sr_1_6?keywords=eco-friendly+products&qid=1670525032&sr=8-6,5.0,Positive
263,"My experience with alternative tooth cleaning products includes hello brand charcoal tablets and local artisanal tooth powder.
Tablets in general are great for travel, portioning, and sharing. I keep some in my go bag without worrying about spillage or travel restrictions. I can share with a companion (or desperate stranger, if need be) and because these ones foam, as long as you have saliva, no water is needed (think: sketchy bathroom or roughing-it campsites).
I like these tablets better than hello brand, because these foam and are way mintier. I'll be honest, I only feel ""fresh"" if I taste mint. Now, when I say ""foam"", don't envision Alka seltzer or rabies, think more like when you blow bubbles in water.
I like tablets better than powder, because portioning is exact with tablets and you can share without dipping the brush or dumping all over the sink.","ease of storage, adaptability, inteference","sharing, travel, spillage, foam, mintier, portioning",  ,,Positive
364,It’s perfect! This is my new toothpaste! It’s the perfect amount of minty fresh. It foams up really quickly and it makes my teeth whiter and leaves my breath smelling fresh :),"ease of use, inteference, performance","quickliy, foam, whiter, fresh",,,Positive
265,"I’ve been using these tablets for a few weeks, and I’m happy with my purchase. I’ve been considering switching over from regular toothpaste for a while due to environmental reasons. I’m trying to be as plastic-free as possible, and making this switch was one of the last products I needed to change! They took a second to get accustomed to but now I really like them. Tablets don’t foam until you start to brush, but clean teeth just as well as paste.","performance, ergonomics","clean, foam, brush",,4.0,Positive
266,"When I first started chewing these I thought my mouth would be too dry, but it quickly produces so much liquid and a thin foam that it comes drooling out of my mouth (and end up spitting some out before I'm done brushing). I'm not sure why this is, maybe it's just something in the tablet that does this. I would say that's the only thing I object to. Otherwise, I like the taste and feel afterwards.","ergonomics, intefernce","liquid, foam, thin, drooling ",,,Positive
267,"I very much like these tablets but ran into some issues traveling in countries with very high humidity, as they readily absorbed the moisture in the air and got rather soggy, even in a plastic box. Next time, I'll be sure to put them in an air-tight container, like an old film canister (remember those??), and hope for the best!",inteferecne,soggy                                     ,,,Positive
268,"These work well enough, and I believe in the ""smaller footprint"" in concept - I just wish these things were not so hard to chew. The flavor is fine and breath-freshening, I'm sure. The foaming process takes too long and certainly does not overwhelm. I chew vigorously, transferring the tablet from one side to the other for more even distribution, but little granules of it never do get chewed - or foamy - so, by the time I have finished brushing, there are still little hard bits of unchewed tablet to be spat out. I think they should be smaller and softer and produce more foam while leaving no extraneous debris behind. I will finish the box, of course - but will not order more of this brand.","ergonomics, performance, ease of use","chew, hard, refreshing, long",,3.0,Negative
269,"Toothpaste tablets are great for traveling, but for everyday use I don’t feel like these clean well enough. The tablets also don’t foam up like pastes, but more like foamy water. The flavor isn’t bad though. Also, these might be better used with non electric toothbrushes. I used an electric one.","perforamnce, inteference, adaptability","clean, foam, toothbrush",,,Negative
270,I wanted to like these so badly. I prefer the mint-format toothpaste and everything about them was good apart from not feeling like my teeth were clean. They don't help control plaque like regular toothpaste unfortunately.,"performance, inteference","plaque, clean",,2.0,Negative
271,Didn't like having to chew this like a piece of gum. Starts to foam before you can finish chewing it so you have a mouthful of unchewed bits and foam. Burned on the tip of my tongue and just felt like i had chewed a stick of gum instead of a good brushing. Size is convenient for travel. Good concept but wasn't for me.,"ergonomics, inteference, safety","chew, bits, burnd, togune",,,Negative
272,"This was the second time i bought these. While the first 150 seemed ok, the second were definitely not!
On the 3rd or 4th day using these they did a weird thing to my taste. I stopped for a couple of weeks and then started again. Same thing happened. Food either tasted terrible or had no taste at all.
I have no easy explanation for why the first 150 were fine while the second are a definite ‘no go’.
In fairness i did have covid in the interim but there was months in between and my taste without these tabs is just fine. I am throwing the rest into the garbage.","inteference, performance","taste, weird, no taste",,1.0,Negative
